Year,Suburb,Postcode,Studio/House,Bedroom Count,Median House Price,Highest ICSEA Value,Sexual offences,Malicious damage to property,Prohibited and regulated weapons offences,Abduction and kidnapping,Betting and gaming offences,Assault ,"Intimidation, stalking and harassment ",Prostitution offences,Robbery ,Arson ,Transport regulatory offences ,Pornography offences,Blackmail and extortion ,Other offences ,Drug offences ,Homicide ,Against justice procedures ,Theft ,Disorderly conduct ,Liquor offences 
2022,ALBION PARK RAIL,2527,House,4 and above,760000,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ALFORDS POINT,2234,House,4 and above,1600000,1070,1,8,3,0,0,5,4,0,0,0,0,0,1,6,8,0,4,13,5,0
2022,AMBARVALE,2560,House,4 and above,774000,931,35,62,13,0,0,111,75,0,3,7,1,4,1,13,41,1,90,107,18,14
2022,AUSTINMER,2515,House,1,495000,1112,4,9,0,0,0,5,4,0,0,0,4,0,0,0,3,0,4,25,2,0
2022,AUSTINMER,2515,House,2,1300000,1112,4,9,0,0,0,5,4,0,0,0,4,0,0,0,3,0,4,25,2,0
2022,AUSTINMER,2515,House,4 and above,2120000,1112,4,9,0,0,0,5,4,0,0,0,4,0,0,0,3,0,4,25,2,0
2022,AVONDALE,2530,House,4 and above,790000,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,BALGOWNIE,2519,House,4 and above,1195000,943,10,32,3,0,0,22,6,0,0,0,0,1,0,5,9,0,18,72,4,3
2022,BANGOR,2234,House,1,407500,1064,7,7,2,0,0,19,15,0,0,0,0,1,1,0,11,0,3,34,2,3
2022,BANGOR,2234,House,4 and above,1455000,1064,7,7,2,0,0,19,15,0,0,0,0,1,1,0,11,0,3,34,2,3
2022,BARDEN RIDGE,2234,House,4 and above,1607500,1064,7,4,0,0,0,15,11,0,0,1,0,0,1,2,0,0,12,23,3,0
2022,BARDIA,2565,House,4 and above,850000,1064,3,19,5,0,0,25,16,0,0,0,0,0,0,7,7,0,14,94,2,0
2022,BARRACK HEIGHTS,2528,House,1,470000,873,12,54,10,0,0,46,48,0,0,6,0,1,1,5,18,0,60,111,2,2
2022,BARRACK HEIGHTS,2528,House,2,475000,873,12,54,10,0,0,46,48,0,0,6,0,1,1,5,18,0,60,111,2,2
2022,BARRACK HEIGHTS,2528,House,4 and above,815000,873,12,54,10,0,0,46,48,0,0,6,0,1,1,5,18,0,60,111,2,2
2022,BARRACK POINT,2528,House,4 and above,1950000,873,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,3,9,0,0
2022,BELLAMBI,2518,House,4 and above,675000,1136,14,65,10,0,0,51,21,0,4,8,177,4,2,26,49,1,76,104,4,2
2022,BERKELEY,2506,House,1,380000,922,37,62,21,0,0,92,51,0,0,4,0,4,1,18,58,0,78,174,23,3
2022,BERKELEY,2506,House,4 and above,730000,922,37,62,21,0,0,92,51,0,0,4,0,4,1,18,58,0,78,174,23,3
2022,BLACKBUTT,2529,House,4 and above,970000,920,5,14,3,0,0,15,11,0,0,0,0,0,0,1,8,0,438,37,2,0
2022,BLAIR ATHOL,2560,House,4 and above,942500,755,1,9,1,0,0,14,11,0,0,0,0,0,0,0,2,0,2,30,0,0
2022,BLAIRMOUNT,2559,House,4 and above,800000,947,1,6,0,0,0,4,3,0,0,0,0,0,0,1,1,0,4,8,0,0
2022,BOMBO,2533,House,4 and above,1425000,940,2,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,3,0,0
2022,BONNET BAY,2226,House,4 and above,1900000,925,0,4,1,0,0,3,3,0,0,0,0,0,0,2,0,0,9,13,1,0
2022,BOW BOWING,2566,House,4 and above,845000,716,1,5,0,0,0,3,6,0,0,0,0,0,0,2,3,0,5,17,0,0
2022,BRADBURY,2560,House,4 and above,765000,996,23,53,10,0,0,104,63,0,0,4,0,1,0,19,31,0,73,129,4,6
2022,BROUGHTON VILLAGE,2534,House,4 and above,3450000,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2022,BROWNSVILLE,2530,House,1,465000,1015,0,2,1,0,1,3,5,0,0,1,0,0,0,2,3,0,3,14,0,1
2022,BROWNSVILLE,2530,House,4 and above,750000,1015,0,2,1,0,1,3,5,0,0,1,0,0,0,2,3,0,3,14,0,1
2022,BULLI,2516,House,4 and above,1650000,1082,5,37,10,0,0,31,19,0,0,1,84,0,0,7,15,0,21,142,16,4
2022,BUNDEENA,2230,House,4 and above,1887500,1071,9,6,2,0,0,4,7,0,0,0,0,0,0,6,1,0,10,15,3,0
2022,BURRANEER,2230,House,4 and above,3075000,982,1,13,2,0,0,4,9,0,0,0,0,2,0,21,3,0,3,15,3,0
2022,CALDERWOOD,2527,House,1,812860,1065,8,10,1,0,0,5,3,0,0,10,0,0,0,0,0,0,10,29,0,1
2022,CALDERWOOD,2527,House,4 and above,950000,1065,8,10,1,0,0,5,3,0,0,10,0,0,0,0,0,0,10,29,0,1
2022,CAMPBELLTOWN,2560,House,1,435000,845,84,230,69,2,0,343,228,0,22,8,1465,3,1,245,241,0,3880,1134,107,28
2022,CAMPBELLTOWN,2560,House,2,475000,845,84,230,69,2,0,343,228,0,22,8,1465,3,1,245,241,0,3880,1134,107,28
2022,CAMPBELLTOWN,2560,House,3,525140.5,845,84,230,69,2,0,343,228,0,22,8,1465,3,1,245,241,0,3880,1134,107,28
2022,CAMPBELLTOWN,2560,House,4 and above,790000,845,84,230,69,2,0,343,228,0,22,8,1465,3,1,245,241,0,3880,1134,107,28
2022,CARINGBAH,2229,House,1,560000,972,20,77,16,0,0,120,87,0,4,2,386,0,2,53,94,0,114,242,59,37
2022,CARINGBAH,2229,House,2,795000,972,20,77,16,0,0,120,87,0,4,2,386,0,2,53,94,0,114,242,59,37
2022,CARINGBAH,2229,House,3,915000,972,20,77,16,0,0,120,87,0,4,2,386,0,2,53,94,0,114,242,59,37
2022,CARINGBAH,2229,House,4 and above,1840000,972,20,77,16,0,0,120,87,0,4,2,386,0,2,53,94,0,114,242,59,37
2022,CARINGBAH SOUTH,2229,House,4 and above,2210000,972,13,36,3,0,0,28,26,0,0,0,0,1,3,10,12,0,24,69,14,0
2022,CARRINGTON FALLS,2577,House,4 and above,627255,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLAYMORE,2559,House,4 and above,450000,991,16,44,1,0,1,45,36,0,2,17,0,0,0,7,16,0,27,60,5,0
2022,CLIFTON,2515,House,4 and above,5000000,991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,COALCLIFF,2508,House,4 and above,3950000,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,COLEDALE,2515,House,4 and above,2085000,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,COMO,2226,House,4 and above,1815000,662,6,3,1,0,0,7,9,0,0,1,22,0,2,18,9,0,5,20,4,2
2022,CONISTON,2500,House,1,645000,982,4,20,12,0,0,18,7,0,0,2,145,0,0,9,19,0,10,41,3,2
2022,CONISTON,2500,House,2,785000,982,4,20,12,0,0,18,7,0,0,2,145,0,0,9,19,0,10,41,3,2
2022,CONISTON,2500,House,4 and above,1075000,982,4,20,12,0,0,18,7,0,0,2,145,0,0,9,19,0,10,41,3,2
2022,CORDEAUX HEIGHTS,2526,House,4 and above,1260000,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,CORRIMAL,2518,House,2,660000,916,7,39,5,0,0,29,26,0,2,3,175,0,1,16,24,0,34,175,6,5
2022,CORRIMAL,2518,House,3,685000,916,7,39,5,0,0,29,26,0,2,3,175,0,1,16,24,0,34,175,6,5
2022,CORRIMAL,2518,House,4 and above,1050000,916,7,39,5,0,0,29,26,0,2,3,175,0,1,16,24,0,34,175,6,5
2022,CRINGILA,2502,House,4 and above,680000,916,1,7,4,0,0,14,13,0,1,0,71,0,1,4,13,0,15,46,4,1
2022,CRONULLA,2230,House,1,847500,1084,27,84,28,0,0,118,70,0,3,2,295,3,2,75,122,0,139,289,52,104
2022,CRONULLA,2230,House,2,1000000,1084,27,84,28,0,0,118,70,0,3,2,295,3,2,75,122,0,139,289,52,104
2022,CRONULLA,2230,House,3,1600000,1084,27,84,28,0,0,118,70,0,3,2,295,3,2,75,122,0,139,289,52,104
2022,CRONULLA,2230,House,4 and above,3175000,1084,27,84,28,0,0,118,70,0,3,2,295,3,2,75,122,0,139,289,52,104
2022,CROOM,2527,House,4 and above,500000,971,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
2022,CURRAMORE,2533,House,4 and above,2590000,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2022,DAPTO,2530,House,2,515000,979,35,55,14,0,0,90,62,0,4,5,115,2,2,16,29,0,79,258,20,5
2022,DAPTO,2530,House,3,500000,979,35,55,14,0,0,90,62,0,4,5,115,2,2,16,29,0,79,258,20,5
2022,DAPTO,2530,House,4 and above,761500,979,35,55,14,0,0,90,62,0,4,5,115,2,2,16,29,0,79,258,20,5
2022,DARKES FOREST,2508,House,4 and above,4075000,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,DENHAM COURT,2565,House,3,775000,846,7,20,1,0,0,32,23,0,0,1,0,0,1,0,6,0,11,103,6,0
2022,DENHAM COURT,2565,House,4 and above,596500,846,7,20,1,0,0,32,23,0,0,1,0,0,1,0,6,0,11,103,6,0
2022,DOLANS BAY,2229,House,4 and above,2725000,1021,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,6,1,0
2022,DOMBARTON,2530,House,4 and above,3317500,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,DUNMORE,2529,House,4 and above,840000,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,EAGLE VALE,2558,House,4 and above,815000,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,EAST CORRIMAL,2518,House,1,200000,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,EAST CORRIMAL,2518,House,2,560000,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,EAST CORRIMAL,2518,House,4 and above,1420000,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ENGADINE,2233,House,1,546000,1066,34,47,5,0,0,79,56,0,1,0,1,1,3,8,21,0,52,115,22,5
2022,ENGADINE,2233,House,2,690000,1066,34,47,5,0,0,79,56,0,1,0,1,1,3,8,21,0,52,115,22,5
2022,ENGADINE,2233,House,3,905000,1066,34,47,5,0,0,79,56,0,1,0,1,1,3,8,21,0,52,115,22,5
2022,ENGADINE,2233,House,4 and above,1322500,1066,34,47,5,0,0,79,56,0,1,0,1,1,3,8,21,0,52,115,22,5
2022,ENGLORIE PARK,2560,House,4 and above,705000,1066,3,2,0,0,0,7,3,0,0,0,0,0,0,2,1,0,1,4,1,0
2022,ESCHOL PARK,2558,House,4 and above,790000,983,5,11,1,0,0,14,18,0,0,0,0,2,0,1,0,0,8,42,0,0
2022,FAIRY MEADOW,2519,House,2,607500,967,15,53,8,0,0,62,25,0,1,0,83,0,1,8,39,0,57,198,15,14
2022,FAIRY MEADOW,2519,House,4 and above,1150000,967,15,53,8,0,0,62,25,0,1,0,83,0,1,8,39,0,57,198,15,14
2022,FARMBOROUGH HEIGHTS,2526,House,4 and above,892000,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,FERNHILL,2519,House,4 and above,1055000,933,5,7,1,0,0,8,10,0,0,0,0,0,0,0,3,0,2,16,0,0
2022,FIGTREE,2525,House,3,670000,1033,17,49,14,0,0,30,30,0,1,2,2,1,4,3,50,0,42,202,15,2
2022,FIGTREE,2525,House,4 and above,1016000,1033,17,49,14,0,0,30,30,0,1,2,2,1,4,3,50,0,42,202,15,2
2022,FLINDERS,2529,House,2,450000,1033,6,30,3,0,0,28,19,0,0,1,0,2,1,3,1,0,27,55,3,0
2022,FLINDERS,2529,House,4 and above,968750,1033,6,30,3,0,0,28,19,0,0,1,0,2,1,3,1,0,27,55,3,0
2022,FOXGROUND,2534,House,4 and above,3850000,945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,GERRINGONG,2534,House,1,702500,894,2,4,1,0,0,3,8,0,4,0,1,0,1,2,2,0,5,36,1,7
2022,GERRINGONG,2534,House,2,550000,894,2,4,1,0,0,3,8,0,4,0,1,0,1,2,2,0,5,36,1,7
2022,GERRINGONG,2534,House,3,770000,894,2,4,1,0,0,3,8,0,4,0,1,0,1,2,2,0,5,36,1,7
2022,GERRINGONG,2534,House,4 and above,1465000,894,2,4,1,0,0,3,8,0,4,0,1,0,1,2,2,0,5,36,1,7
2022,GERROA,2534,House,4 and above,3100000,894,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0
2022,GILEAD,2560,House,4 and above,119108,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2022,GLEN ALPINE,2560,House,4 and above,1215000,1026,1,6,1,1,0,13,11,0,0,0,1,2,0,3,4,0,9,33,1,2
2022,GLENFIELD,2167,House,4 and above,881500,1026,18,44,14,0,0,83,33,0,2,5,1315,1,0,149,66,0,66,181,15,3
2022,GRAYS POINT,2232,House,4 and above,1700000,1118,5,9,2,0,0,11,11,0,0,0,0,0,0,2,2,0,5,26,4,0
2022,GREENHILLS BEACH,2230,House,4 and above,3465000,875,0,2,8,0,0,6,5,0,0,0,0,0,1,4,0,0,1,10,1,0
2022,GWYNNEVILLE,2500,House,3,970000,1061,11,21,1,0,0,20,4,0,0,3,0,0,1,4,3,0,7,55,5,1
2022,GWYNNEVILLE,2500,House,4 and above,1216000,1061,11,21,1,0,0,20,4,0,0,3,0,0,1,4,3,0,7,55,5,1
2022,GYMEA,2227,House,2,785000,1055,12,31,12,0,0,51,37,0,1,0,159,1,5,30,30,0,39,66,31,61
2022,GYMEA,2227,House,3,862500,1055,12,31,12,0,0,51,37,0,1,0,159,1,5,30,30,0,39,66,31,61
2022,GYMEA,2227,House,4 and above,1652500,1055,12,31,12,0,0,51,37,0,1,0,159,1,5,30,30,0,39,66,31,61
2022,GYMEA BAY,2227,House,4 and above,1920000,1094,5,9,0,0,0,16,7,0,0,0,0,0,0,3,3,0,8,20,3,0
2022,HAYWARDS BAY,2530,House,4 and above,1170000,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,HEATHCOTE,2233,House,1,565000,1064,2,9,2,0,0,14,20,0,0,0,4,0,1,2,4,0,10,52,4,0
2022,HEATHCOTE,2233,House,2,740000,1064,2,9,2,0,0,14,20,0,0,0,4,0,1,2,4,0,10,52,4,0
2022,HEATHCOTE,2233,House,4 and above,1309000,1064,2,9,2,0,0,14,20,0,0,0,4,0,1,2,4,0,10,52,4,0
2022,HELENSBURGH,2508,House,2,661000,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,HELENSBURGH,2508,House,4 and above,1160000,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,HORSLEY,2530,House,4 and above,816500,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ILLAWONG,2234,House,2,595000,1065,5,17,2,0,0,33,25,0,0,1,0,1,0,4,8,0,31,28,3,0
2022,ILLAWONG,2234,House,3,1010000,1065,5,17,2,0,0,33,25,0,0,1,0,1,0,4,8,0,31,28,3,0
2022,ILLAWONG,2234,House,4 and above,1722500,1065,5,17,2,0,0,33,25,0,0,1,0,1,0,4,8,0,31,28,3,0
2022,INGLEBURN,2565,House,2,490000,983,23,108,15,0,0,171,104,0,3,14,410,3,0,60,76,0,120,471,34,9
2022,INGLEBURN,2565,House,3,438900,983,23,108,15,0,0,171,104,0,3,14,410,3,0,60,76,0,120,471,34,9
2022,INGLEBURN,2565,House,4 and above,875000,983,23,108,15,0,0,171,104,0,3,14,410,3,0,60,76,0,120,471,34,9
2022,JAMBEROO,2533,House,4 and above,1470000,747,0,2,1,1,0,3,4,0,0,2,0,0,0,1,3,0,4,20,3,0
2022,JANNALI,2226,House,3,842500,1065,8,25,7,0,0,28,27,0,1,1,38,0,1,18,22,0,16,51,16,6
2022,JANNALI,2226,House,4 and above,1497775,1065,8,25,7,0,0,28,27,0,1,1,38,0,1,18,22,0,16,51,16,6
2022,JERRARA,2533,House,4 and above,9000000,890,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0
2022,KANAHOOKA,2530,House,3,7000000,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,KANAHOOKA,2530,House,4 and above,7000000,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,KANGAROO POINT,2224,House,4 and above,3837500,971,0,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,3,0,0
2022,KAREELA,2232,House,4 and above,1542500,971,1,4,2,0,0,5,14,0,0,0,0,2,1,1,3,0,4,17,4,1
2022,KEARNS,2558,House,4 and above,919000,971,7,8,1,0,0,10,10,0,0,1,0,0,0,2,2,0,3,14,1,0
2022,KEIRAVILLE,2500,House,4 and above,1250000,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,KEMBLA GRANGE,2526,House,4 and above,533250,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,KENTLYN,2560,House,4 and above,2575000,1055,3,7,0,0,0,4,7,0,1,2,1,0,0,3,5,0,2,20,1,0
2022,KIAMA,2533,House,1,488000,1062,9,39,6,0,0,46,26,0,1,1,36,0,1,6,30,0,24,106,17,58
2022,KIAMA,2533,House,2,445000,1062,9,39,6,0,0,46,26,0,1,1,36,0,1,6,30,0,24,106,17,58
2022,KIAMA,2533,House,3,849000,1062,9,39,6,0,0,46,26,0,1,1,36,0,1,6,30,0,24,106,17,58
2022,KIAMA,2533,House,4 and above,1505000,1062,9,39,6,0,0,46,26,0,1,1,36,0,1,6,30,0,24,106,17,58
2022,KIAMA DOWNS,2533,House,4 and above,1350000,1062,3,10,1,0,1,8,6,0,0,0,0,0,0,2,1,0,3,45,1,0
2022,KIAMA HEIGHTS,2533,House,4 and above,2350000,1062,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0
2022,KIRRAWEE,2232,House,1,608000,1086,15,60,8,0,0,71,48,0,1,0,107,0,1,19,28,0,58,169,19,30
2022,KIRRAWEE,2232,House,2,805000,1086,15,60,8,0,0,71,48,0,1,0,107,0,1,19,28,0,58,169,19,30
2022,KIRRAWEE,2232,House,3,820000,1086,15,60,8,0,0,71,48,0,1,0,107,0,1,19,28,0,58,169,19,30
2022,KIRRAWEE,2232,House,4 and above,1557500,1086,15,60,8,0,0,71,48,0,1,0,107,0,1,19,28,0,58,169,19,30
2022,KOONAWARRA,2530,House,4 and above,695000,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,KURNELL,2231,House,1,365000,999,3,16,4,0,0,25,10,0,3,1,0,0,0,91,24,0,11,20,3,13
2022,KURNELL,2231,House,4 and above,1600000,999,3,16,4,0,0,25,10,0,3,1,0,0,0,91,24,0,11,20,3,13
2022,LAKE HEIGHTS,2502,House,4 and above,847500,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAKE ILLAWARRA,2528,House,2,777500,890,9,33,12,0,0,38,20,0,0,8,0,0,0,9,50,0,36,109,6,0
2022,LAKE ILLAWARRA,2528,House,3,799500,890,9,33,12,0,0,38,20,0,0,8,0,0,0,9,50,0,36,109,6,0
2022,LAKE ILLAWARRA,2528,House,4 and above,752500,890,9,33,12,0,0,38,20,0,0,8,0,0,0,9,50,0,36,109,6,0
2022,LEUMEAH,2560,House,4 and above,785000,949,31,51,20,0,0,117,58,0,3,3,192,4,0,33,75,1,84,136,22,28
2022,LILLI PILLI,2229,House,4 and above,3375000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,LILYVALE,2508,House,4 and above,55000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,LOFTUS,2232,House,4 and above,1480000,935,4,11,0,0,0,14,13,0,2,0,7,0,0,1,5,0,20,22,2,0
2022,LONG POINT,2564,House,4 and above,1664000,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MACQUARIE FIELDS,2564,House,2,475000,812,47,118,26,0,0,223,138,0,5,24,14,2,2,27,80,0,1253,370,38,1
2022,MACQUARIE FIELDS,2564,House,4 and above,850000,812,47,118,26,0,0,223,138,0,5,24,14,2,2,27,80,0,1253,370,38,1
2022,MACQUARIE LINKS,2565,House,4 and above,1267500,812,2,5,1,0,0,10,2,0,0,1,158,2,0,17,11,0,1,25,3,0
2022,MAIANBAR,2230,House,4 and above,1730000,812,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0
2022,MANGERTON,2500,House,4 and above,1345000,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MARSHALL MOUNT,2530,House,4 and above,4580348,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MENAI,2234,House,3,790000,1077,7,37,9,0,0,59,39,0,0,2,1,4,1,4,19,0,47,82,10,2
2022,MENAI,2234,House,4 and above,1500000,1077,7,37,9,0,0,59,39,0,0,2,1,4,1,4,19,0,47,82,10,2
2022,MENANGLE PARK,2563,House,4 and above,600000,1077,1,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,3,4,0,1
2022,MINNAMURRA,2533,House,4 and above,1720000,1064,3,3,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,19,1,0
2022,MINTO,2566,House,4 and above,875000,994,36,106,27,0,0,144,86,0,4,8,286,1,1,54,79,0,88,376,30,6
2022,MINTO HEIGHTS,2566,House,4 and above,2210000,994,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0
2022,MIRANDA,2228,House,1,628000,1058,29,101,28,0,0,148,100,0,6,0,1571,1,7,278,146,0,230,455,104,28
2022,MIRANDA,2228,House,2,750000,1058,29,101,28,0,0,148,100,0,6,0,1571,1,7,278,146,0,230,455,104,28
2022,MIRANDA,2228,House,3,845000,1058,29,101,28,0,0,148,100,0,6,0,1571,1,7,278,146,0,230,455,104,28
2022,MIRANDA,2228,House,4 and above,1600000,1058,29,101,28,0,0,148,100,0,6,0,1571,1,7,278,146,0,230,455,104,28
2022,MOUNT KEIRA,2500,House,4 and above,1170000,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MOUNT KEMBLA,2526,House,4 and above,1505000,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MOUNT OUSLEY,2519,House,4 and above,1168500,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MOUNT PLEASANT,2519,House,4 and above,1340000,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MOUNT SAINT THOMAS,2500,House,4 and above,880000,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,MOUNT WARRIGAL,2528,House,2,670000,1044,14,26,7,0,0,33,25,0,2,4,0,0,0,2,10,0,36,59,1,0
2022,MOUNT WARRIGAL,2528,House,4 and above,840000,1044,14,26,7,0,0,33,25,0,2,4,0,0,0,2,10,0,36,59,1,0
2022,NORTH WOLLONGONG,2500,House,1,620000,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,NORTH WOLLONGONG,2500,House,4 and above,1270000,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK FLATS,2529,House,1,715000,904,21,32,16,0,0,49,48,0,0,0,43,4,1,8,31,0,45,99,9,4
2022,OAK FLATS,2529,House,2,690000,904,21,32,16,0,0,49,48,0,0,0,43,4,1,8,31,0,45,99,9,4
2022,OAK FLATS,2529,House,3,765000,904,21,32,16,0,0,49,48,0,0,0,43,4,1,8,31,0,45,99,9,4
2022,OAK FLATS,2529,House,4 and above,860000,904,21,32,16,0,0,49,48,0,0,0,43,4,1,8,31,0,45,99,9,4
2022,OTFORD,2508,House,4 and above,1680000,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,OYSTER BAY,2225,House,4 and above,1631000,1092,7,15,1,0,0,15,7,0,0,0,1,1,2,17,0,0,16,27,3,1
2022,PORT HACKING,2229,House,4 and above,2872500,978,0,1,0,0,0,7,3,0,0,0,0,0,0,3,0,0,1,6,0,0
2022,PORT KEMBLA,2505,House,1,320000,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,PORT KEMBLA,2505,House,2,341000,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,PORT KEMBLA,2505,House,4 and above,908000,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,PRIMBEE,2502,House,4 and above,917500,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,RABY,2566,House,4 and above,847750,920,9,18,1,0,0,24,12,0,1,1,0,0,0,1,0,0,19,76,3,2
2022,ROSE VALLEY,2534,House,4 and above,3900000,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ROSEMEADOW,2560,House,4 and above,775000,981,28,44,7,0,0,88,51,0,5,5,0,2,0,11,25,0,35,124,8,0
2022,RUSE,2560,House,4 and above,783000,963,13,17,5,0,0,36,18,0,1,4,0,2,1,3,10,0,38,57,0,0
2022,RUSSELL VALE,2517,House,4 and above,1260000,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,SADDLEBACK MOUNTAIN,2533,House,4 and above,7600000,1114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,SANDY POINT,2172,House,4 and above,1485000,979,0,2,2,0,0,3,2,0,0,0,0,0,0,6,0,0,1,2,1,0
2022,SCARBOROUGH,2515,House,4 and above,1780000,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,SHELL COVE,2529,House,3,1200000,1050,12,22,3,0,0,34,26,0,0,0,1,0,4,8,2,0,9,78,8,17
2022,SHELL COVE,2529,House,4 and above,1250000,1050,12,22,3,0,0,34,26,0,0,0,1,0,4,8,2,0,9,78,8,17
2022,SHELLHARBOUR,2529,House,1,475000,1016,9,16,1,1,0,21,23,0,0,1,1,0,0,3,17,0,7,100,6,24
2022,SHELLHARBOUR,2529,House,2,720000,1016,9,16,1,1,0,21,23,0,0,1,1,0,0,3,17,0,7,100,6,24
2022,SHELLHARBOUR,2529,House,4 and above,1120000,1016,9,16,1,1,0,21,23,0,0,1,1,0,0,3,17,0,7,100,6,24
2022,SHELLHARBOUR CITY CENTRE,2529,House,3,465000,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,SHELLHARBOUR CITY CENTRE,2529,House,4 and above,902000,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ST ANDREWS,2566,House,4 and above,817800,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
